route,train,departure
L 16,5785,2023-01-01 14:08:00.000000 +00:00
IC 25,3838,2023-01-01 14:08:00.000000 +00:00
L L1-1,5285,2023-01-01 14:08:00.000000 +00:00
IC 10,4315,2023-01-01 14:09:00.000000 +00:00
IC 31,3136,2023-01-01 14:09:00.000000 +00:00
L B3,2286,2023-01-01 14:09:00.000000 +00:00
IC 02,1815,2023-01-01 14:10:00.000000 +00:00
L C1,4565,2023-01-01 14:10:00.000000 +00:00
L L4,5165,2023-01-01 14:10:00.000000 +00:00
L B1-2,1985,2023-01-01 14:10:00.000000 +00:00
L B2-2,3786,2023-01-01 14:11:00.000000 +00:00
L 23,2886,2023-01-01 14:11:00.000000 +00:00
L G1,786,2023-01-01 14:11:00.000000 +00:00
IC 11,3436,2023-01-01 14:12:00.000000 +00:00
IC 11,3415,2023-01-01 14:12:00.000000 +00:00
IC 09,2937,2023-01-01 14:13:00.000000 +00:00
IC 23-1,2338,2023-01-01 14:13:00.000000 +00:00
L 10-1,6185,2023-01-01 14:13:00.000000 +00:00
IC 17,2536,2023-01-01 14:13:00.000000 +00:00
IC 25,3815,2023-01-01 14:13:00.000000 +00:00
L G1,765,2023-01-01 14:14:00.000000 +00:00
L 11,6087,2023-01-01 14:14:00.000000 +00:00
IC 20,2237,2023-01-01 14:15:00.000000 +00:00
IC 30,4215,2023-01-01 14:16:00.000000 +00:00
IC 01,538,2023-01-01 14:17:00.000000 +00:00
L B8-4,6586,2023-01-01 14:17:00.000000 +00:00
IC 06-2,3715,2023-01-01 14:19:00.000000 +00:00
IC 10,4336,2023-01-01 14:19:00.000000 +00:00
L 13-1,5865,2023-01-01 14:21:00.000000 +00:00
L B20-1,3065,2023-01-01 14:22:00.000000 +00:00
L B8-3,6365,2023-01-01 14:22:00.000000 +00:00
L B2-2,3765,2023-01-01 14:22:00.000000 +00:00
L 28,865,2023-01-01 14:23:00.000000 +00:00
IC 22,3315,2023-01-01 14:27:00.000000 +00:00
IC 09,2915,2023-01-01 14:28:00.000000 +00:00
L B8-3,6385,2023-01-01 14:30:00.000000 +00:00
IC 06-2,3736,2023-01-01 14:31:00.000000 +00:00
L 29,4865,2023-01-01 14:34:00.000000 +00:00
IC 29,3639,2023-01-01 14:35:00.000000 +00:00
L L2,5485,2023-01-01 14:35:00.000000 +00:00
L C2-1,4286,2023-01-01 14:35:00.000000 +00:00
L 15,5587,2023-01-01 14:35:00.000000 +00:00
L 24,4115,2023-01-01 14:35:00.000000 +00:00
L B6,1587,2023-01-01 14:36:00.000000 +00:00
IC 08,2615,2023-01-01 14:36:00.000000 +00:00
IC 32,815,2023-01-01 14:37:00.000000 +00:00
L 04,4665,2023-01-01 14:37:00.000000 +00:00
IC 04-1,715,2023-01-01 14:37:00.000000 +00:00
IC 08,2637,2023-01-01 14:37:00.000000 +00:00
IC 22,3336,2023-01-01 14:40:00.000000 +00:00
L 27,2765,2023-01-01 14:40:00.000000 +00:00
IC 06-1,1937,2023-01-01 14:41:00.000000 +00:00
IC 20,2215,2023-01-01 14:41:00.000000 +00:00
L 13-2,5987,2023-01-01 14:41:00.000000 +00:00
L 27,2786,2023-01-01 14:42:00.000000 +00:00
L L2,5465,2023-01-01 14:43:00.000000 +00:00
L 02,586,2023-01-01 14:43:00.000000 +00:00
IC 01,515,2023-01-01 14:43:00.000000 +00:00
L 15,5565,2023-01-01 14:44:00.000000 +00:00
IC 06-1,1915,2023-01-01 14:44:00.000000 +00:00
L B1-1,1786,2023-01-01 14:45:00.000000 +00:00
L B5-1,3365,2023-01-01 14:45:00.000000 +00:00
L G3,665,2023-01-01 14:45:00.000000 +00:00
L 23,2865,2023-01-01 14:46:00.000000 +00:00
L B8-4,6565,2023-01-01 14:48:00.000000 +00:00
L B19,4037,2023-01-01 14:48:00.000000 +00:00
IC 23-1,2315,2023-01-01 14:48:00.000000 +00:00
L B19,4015,2023-01-01 14:50:00.000000 +00:00
L B3,2265,2023-01-01 14:51:00.000000 +00:00
L C2-1,4265,2023-01-01 14:52:00.000000 +00:00
L 11,6065,2023-01-01 14:52:00.000000 +00:00
IC 29,3615,2023-01-01 14:52:00.000000 +00:00
L 26,4465,2023-01-01 14:52:00.000000 +00:00
L 24,4136,2023-01-01 14:54:00.000000 +00:00
L G3,687,2023-01-01 14:54:00.000000 +00:00
L B8-2,5665,2023-01-01 14:54:00.000000 +00:00
L 04,4686,2023-01-01 14:54:00.000000 +00:00
IC 30,4236,2023-01-01 14:54:00.000000 +00:00
IC 03,1515,2023-01-01 14:54:00.000000 +00:00
L B6,1565,2023-01-01 14:56:00.000000 +00:00
L 13-2,5965,2023-01-01 14:57:00.000000 +00:00
L B10-1,2065,2023-01-01 14:57:00.000000 +00:00
IC 23-2,2837,2023-01-01 14:57:00.000000 +00:00
L B20-1,3086,2023-01-01 14:57:00.000000 +00:00
L B8-2,5686,2023-01-01 14:58:00.000000 +00:00
L B1-2,1966,2023-01-01 15:02:00.000000 +00:00
IC 17,2516,2023-01-01 15:03:00.000000 +00:00
L L1-1,5266,2023-01-01 15:04:00.000000 +00:00
L 08,6266,2023-01-01 15:04:00.000000 +00:00
L G2,1886,2023-01-01 15:05:00.000000 +00:00
L B5-1,3387,2023-01-01 15:05:00.000000 +00:00
L L4,5186,2023-01-01 15:05:00.000000 +00:00
L G2,1866,2023-01-01 15:05:00.000000 +00:00
L 28,887,2023-01-01 15:06:00.000000 +00:00
L 29,4887,2023-01-01 15:06:00.000000 +00:00
L B10-2,3886,2023-01-01 15:06:00.000000 +00:00
L B10-2,3866,2023-01-01 15:06:00.000000 +00:00
IC 02,1837,2023-01-01 15:06:00.000000 +00:00
IC 31,3116,2023-01-01 15:06:00.000000 +00:00
L B10-1,2087,2023-01-01 15:06:00.000000 +00:00
L B1-1,1766,2023-01-01 15:07:00.000000 +00:00
IC 23-2,2816,2023-01-01 15:07:00.000000 +00:00
IC 03,1539,2023-01-01 15:07:00.000000 +00:00
L 02,566,2023-01-01 15:07:00.000000 +00:00
IC 04-1,738,2023-01-01 15:07:00.000000 +00:00
IC 25,3839,2023-01-01 15:08:00.000000 +00:00
L 37-2,4437,2023-01-01 15:08:00.000000 +00:00
L L1-1,5286,2023-01-01 15:08:00.000000 +00:00
IC 10,4316,2023-01-01 15:09:00.000000 +00:00
IC 31,3137,2023-01-01 15:09:00.000000 +00:00
L B3,2287,2023-01-01 15:09:00.000000 +00:00
L L4,5166,2023-01-01 15:10:00.000000 +00:00
L B1-2,1986,2023-01-01 15:10:00.000000 +00:00
IC 02,1816,2023-01-01 15:10:00.000000 +00:00
L 23,2887,2023-01-01 15:11:00.000000 +00:00
L B2-2,3787,2023-01-01 15:11:00.000000 +00:00
IC 11,3416,2023-01-01 15:12:00.000000 +00:00
IC 11,3437,2023-01-01 15:12:00.000000 +00:00
IC 17,2537,2023-01-01 15:13:00.000000 +00:00
IC 25,3816,2023-01-01 15:13:00.000000 +00:00
IC 23-1,2339,2023-01-01 15:13:00.000000 +00:00
L 01,4987,2023-01-01 15:13:00.000000 +00:00
IC 09,2938,2023-01-01 15:13:00.000000 +00:00
IC 20,2238,2023-01-01 15:15:00.000000 +00:00
L C4,3916,2023-01-01 15:15:00.000000 +00:00
L 10-1,6166,2023-01-01 15:16:00.000000 +00:00
IC 30,4216,2023-01-01 15:16:00.000000 +00:00
L B8-4,6587,2023-01-01 15:17:00.000000 +00:00
IC 01,539,2023-01-01 15:17:00.000000 +00:00
IC 06-2,3716,2023-01-01 15:19:00.000000 +00:00
IC 10,4337,2023-01-01 15:19:00.000000 +00:00
L B8-3,6366,2023-01-01 15:22:00.000000 +00:00
L 16,5766,2023-01-01 15:22:00.000000 +00:00
L B2-2,3766,2023-01-01 15:22:00.000000 +00:00
L B20-1,3066,2023-01-01 15:22:00.000000 +00:00
L 28,866,2023-01-01 15:23:00.000000 +00:00
IC 22,3316,2023-01-01 15:27:00.000000 +00:00
L 10-2,966,2023-01-01 15:28:00.000000 +00:00
IC 09,2916,2023-01-01 15:28:00.000000 +00:00
L C2-2,4366,2023-01-01 15:29:00.000000 +00:00
L B8-3,6386,2023-01-01 15:30:00.000000 +00:00
IC 06-2,3737,2023-01-01 15:31:00.000000 +00:00
L 29,4866,2023-01-01 15:34:00.000000 +00:00
L 24,4116,2023-01-01 15:35:00.000000 +00:00
IC 29,3640,2023-01-01 15:35:00.000000 +00:00
L L2,5486,2023-01-01 15:35:00.000000 +00:00
IC 08,2616,2023-01-01 15:36:00.000000 +00:00
L B6,1588,2023-01-01 15:36:00.000000 +00:00
IC 04-1,716,2023-01-01 15:37:00.000000 +00:00
IC 08,2638,2023-01-01 15:37:00.000000 +00:00
IC 32,837,2023-01-01 15:37:00.000000 +00:00
L 04,4666,2023-01-01 15:37:00.000000 +00:00
L C2-2,4386,2023-01-01 15:38:00.000000 +00:00
L 01,4966,2023-01-01 15:39:00.000000 +00:00
L 27,2766,2023-01-01 15:40:00.000000 +00:00
L C4,3937,2023-01-01 15:40:00.000000 +00:00
IC 22,3337,2023-01-01 15:40:00.000000 +00:00
IC 06-1,1938,2023-01-01 15:41:00.000000 +00:00
IC 20,2216,2023-01-01 15:41:00.000000 +00:00
L 27,2787,2023-01-01 15:42:00.000000 +00:00
L L2,5466,2023-01-01 15:43:00.000000 +00:00
L 02,587,2023-01-01 15:43:00.000000 +00:00
IC 01,516,2023-01-01 15:43:00.000000 +00:00
IC 06-1,1916,2023-01-01 15:44:00.000000 +00:00
L G3,666,2023-01-01 15:45:00.000000 +00:00
L 26,4487,2023-01-01 15:45:00.000000 +00:00
L B5-1,3366,2023-01-01 15:45:00.000000 +00:00
L B1-1,1787,2023-01-01 15:45:00.000000 +00:00
L C1,4588,2023-01-01 15:46:00.000000 +00:00
L 23,2866,2023-01-01 15:46:00.000000 +00:00
L B8-4,6566,2023-01-01 15:48:00.000000 +00:00
L B19,4038,2023-01-01 15:48:00.000000 +00:00
IC 23-1,2316,2023-01-01 15:48:00.000000 +00:00
L B19,4016,2023-01-01 15:50:00.000000 +00:00
L B3,2266,2023-01-01 15:51:00.000000 +00:00
IC 29,3616,2023-01-01 15:52:00.000000 +00:00
L 04,4687,2023-01-01 15:54:00.000000 +00:00
IC 03,1516,2023-01-01 15:54:00.000000 +00:00
L G3,688,2023-01-01 15:54:00.000000 +00:00
IC 30,4237,2023-01-01 15:54:00.000000 +00:00
L B8-2,5666,2023-01-01 15:54:00.000000 +00:00
L 24,4137,2023-01-01 15:54:00.000000 +00:00
L 10-2,987,2023-01-01 15:56:00.000000 +00:00
L B6,1566,2023-01-01 15:56:00.000000 +00:00
IC 23-2,2838,2023-01-01 15:57:00.000000 +00:00
L B20-1,3087,2023-01-01 15:57:00.000000 +00:00
L B10-1,2066,2023-01-01 15:57:00.000000 +00:00
L B8-2,5687,2023-01-01 15:58:00.000000 +00:00
L B1-2,1967,2023-01-01 16:02:00.000000 +00:00
L 08,6287,2023-01-01 16:03:00.000000 +00:00
L L1-1,5267,2023-01-01 16:04:00.000000 +00:00
L G2,1867,2023-01-01 16:05:00.000000 +00:00
L G2,1887,2023-01-01 16:05:00.000000 +00:00
L B5-1,3388,2023-01-01 16:05:00.000000 +00:00
L L4,5187,2023-01-01 16:05:00.000000 +00:00
L 13-1,5887,2023-01-01 16:05:00.000000 +00:00
L B10-2,3867,2023-01-01 16:06:00.000000 +00:00
L 28,888,2023-01-01 16:06:00.000000 +00:00
L B10-1,2088,2023-01-01 16:06:00.000000 +00:00
IC 23-2,2817,2023-01-01 16:06:00.000000 +00:00
IC 31,3117,2023-01-01 16:06:00.000000 +00:00
IC 02,1838,2023-01-01 16:06:00.000000 +00:00
L 29,4888,2023-01-01 16:06:00.000000 +00:00
L B10-2,3887,2023-01-01 16:06:00.000000 +00:00
IC 03,1540,2023-01-01 16:07:00.000000 +00:00
L 37-2,4416,2023-01-01 16:07:00.000000 +00:00
IC 04-1,739,2023-01-01 16:07:00.000000 +00:00
L B1-1,1767,2023-01-01 16:07:00.000000 +00:00
L 02,567,2023-01-01 16:07:00.000000 +00:00
L 16,5787,2023-01-01 16:08:00.000000 +00:00
L L1-1,5287,2023-01-01 16:08:00.000000 +00:00
IC 25,3840,2023-01-01 16:08:00.000000 +00:00
IC 10,4317,2023-01-01 16:09:00.000000 +00:00
IC 31,3138,2023-01-01 16:09:00.000000 +00:00
L B3,2288,2023-01-01 16:09:00.000000 +00:00
L C1,4567,2023-01-01 16:10:00.000000 +00:00
L L4,5167,2023-01-01 16:10:00.000000 +00:00
IC 02,1817,2023-01-01 16:10:00.000000 +00:00
L B1-2,1987,2023-01-01 16:10:00.000000 +00:00
L G1,788,2023-01-01 16:11:00.000000 +00:00
L 23,2888,2023-01-01 16:11:00.000000 +00:00
IC 11,3417,2023-01-01 16:12:00.000000 +00:00
IC 11,3438,2023-01-01 16:12:00.000000 +00:00
L B2-2,3788,2023-01-01 16:12:00.000000 +00:00
IC 25,3817,2023-01-01 16:13:00.000000 +00:00
IC 23-1,2340,2023-01-01 16:13:00.000000 +00:00
IC 09,2939,2023-01-01 16:13:00.000000 +00:00
IC 17,2538,2023-01-01 16:13:00.000000 +00:00
L 10-1,6187,2023-01-01 16:13:00.000000 +00:00
L 11,6089,2023-01-01 16:14:00.000000 +00:00
L G1,767,2023-01-01 16:14:00.000000 +00:00
IC 20,2239,2023-01-01 16:15:00.000000 +00:00
IC 30,4217,2023-01-01 16:16:00.000000 +00:00
IC 01,540,2023-01-01 16:17:00.000000 +00:00
L B8-4,6588,2023-01-01 16:17:00.000000 +00:00
IC 10,4338,2023-01-01 16:19:00.000000 +00:00
IC 06-2,3717,2023-01-01 16:19:00.000000 +00:00
L 13-1,5867,2023-01-01 16:21:00.000000 +00:00
L B2-2,3767,2023-01-01 16:22:00.000000 +00:00
L B20-1,3067,2023-01-01 16:22:00.000000 +00:00
L B8-3,6367,2023-01-01 16:22:00.000000 +00:00
L 28,867,2023-01-01 16:23:00.000000 +00:00
IC 22,3317,2023-01-01 16:27:00.000000 +00:00
IC 09,2917,2023-01-01 16:28:00.000000 +00:00
L B8-3,6387,2023-01-01 16:30:00.000000 +00:00
IC 06-2,3738,2023-01-01 16:31:00.000000 +00:00
L 29,4867,2023-01-01 16:34:00.000000 +00:00
L 24,4117,2023-01-01 16:35:00.000000 +00:00
IC 29,3641,2023-01-01 16:35:00.000000 +00:00
L L2,5487,2023-01-01 16:35:00.000000 +00:00
L C2-1,4288,2023-01-01 16:35:00.000000 +00:00
L 15,5589,2023-01-01 16:35:00.000000 +00:00
IC 08,2617,2023-01-01 16:36:00.000000 +00:00
L B6,1589,2023-01-01 16:36:00.000000 +00:00
IC 32,817,2023-01-01 16:37:00.000000 +00:00
IC 04-1,717,2023-01-01 16:37:00.000000 +00:00
IC 08,2639,2023-01-01 16:37:00.000000 +00:00
L 04,4667,2023-01-01 16:37:00.000000 +00:00
L 27,2767,2023-01-01 16:40:00.000000 +00:00
IC 22,3338,2023-01-01 16:40:00.000000 +00:00
L 13-2,5989,2023-01-01 16:41:00.000000 +00:00
IC 20,2217,2023-01-01 16:41:00.000000 +00:00
IC 06-1,1939,2023-01-01 16:41:00.000000 +00:00
L 27,2788,2023-01-01 16:42:00.000000 +00:00
L 02,588,2023-01-01 16:43:00.000000 +00:00
IC 01,517,2023-01-01 16:43:00.000000 +00:00
L L2,5467,2023-01-01 16:43:00.000000 +00:00
IC 06-1,1917,2023-01-01 16:44:00.000000 +00:00
L 15,5567,2023-01-01 16:44:00.000000 +00:00
L B5-1,3367,2023-01-01 16:45:00.000000 +00:00
L B1-1,1788,2023-01-01 16:45:00.000000 +00:00
L G3,667,2023-01-01 16:45:00.000000 +00:00
L 23,2867,2023-01-01 16:46:00.000000 +00:00
L B8-4,6567,2023-01-01 16:48:00.000000 +00:00
L B19,4039,2023-01-01 16:48:00.000000 +00:00
IC 17,2517,2023-01-01 16:48:00.000000 +00:00
IC 23-1,2317,2023-01-01 16:48:00.000000 +00:00
L B19,4017,2023-01-01 16:50:00.000000 +00:00
L B3,2267,2023-01-01 16:51:00.000000 +00:00
L C2-1,4267,2023-01-01 16:52:00.000000 +00:00
L 11,6067,2023-01-01 16:52:00.000000 +00:00
IC 29,3617,2023-01-01 16:52:00.000000 +00:00
L 26,4467,2023-01-01 16:52:00.000000 +00:00
L 24,4138,2023-01-01 16:54:00.000000 +00:00
L B8-2,5667,2023-01-01 16:54:00.000000 +00:00
L 04,4688,2023-01-01 16:54:00.000000 +00:00
IC 03,1517,2023-01-01 16:54:00.000000 +00:00
IC 30,4238,2023-01-01 16:54:00.000000 +00:00
L G3,689,2023-01-01 16:54:00.000000 +00:00
L B6,1567,2023-01-01 16:56:00.000000 +00:00
IC 23-2,2839,2023-01-01 16:57:00.000000 +00:00
L B10-1,2067,2023-01-01 16:57:00.000000 +00:00
L B20-1,3088,2023-01-01 16:57:00.000000 +00:00
L 13-2,5967,2023-01-01 16:57:00.000000 +00:00
L B8-2,5688,2023-01-01 16:58:00.000000 +00:00
L B1-2,1968,2023-01-01 17:02:00.000000 +00:00
IC 17,2518,2023-01-01 17:03:00.000000 +00:00
IC 03,1541,2023-01-01 17:04:00.000000 +00:00
L L1-1,5268,2023-01-01 17:04:00.000000 +00:00
L 08,6268,2023-01-01 17:04:00.000000 +00:00
L G2,1888,2023-01-01 17:05:00.000000 +00:00
L L4,5188,2023-01-01 17:05:00.000000 +00:00
L B5-1,3389,2023-01-01 17:05:00.000000 +00:00
L G2,1868,2023-01-01 17:05:00.000000 +00:00
IC 31,3118,2023-01-01 17:06:00.000000 +00:00
L B10-2,3888,2023-01-01 17:06:00.000000 +00:00
L B10-2,3868,2023-01-01 17:06:00.000000 +00:00
L 29,4889,2023-01-01 17:06:00.000000 +00:00
IC 02,1839,2023-01-01 17:06:00.000000 +00:00
L 28,889,2023-01-01 17:06:00.000000 +00:00
IC 23-2,2818,2023-01-01 17:06:00.000000 +00:00
L B10-1,2089,2023-01-01 17:06:00.000000 +00:00
L B1-1,1768,2023-01-01 17:07:00.000000 +00:00
L 02,568,2023-01-01 17:07:00.000000 +00:00
IC 04-1,740,2023-01-01 17:07:00.000000 +00:00
IC 25,3841,2023-01-01 17:08:00.000000 +00:00
L L1-1,5288,2023-01-01 17:08:00.000000 +00:00
L 37-2,4439,2023-01-01 17:08:00.000000 +00:00
IC 10,4318,2023-01-01 17:09:00.000000 +00:00
L B3,2289,2023-01-01 17:09:00.000000 +00:00
IC 31,3139,2023-01-01 17:09:00.000000 +00:00
L L4,5168,2023-01-01 17:10:00.000000 +00:00
L B1-2,1988,2023-01-01 17:10:00.000000 +00:00
L 23,2889,2023-01-01 17:11:00.000000 +00:00
L B2-2,3789,2023-01-01 17:12:00.000000 +00:00
IC 11,3439,2023-01-01 17:12:00.000000 +00:00
IC 11,3418,2023-01-01 17:12:00.000000 +00:00
IC 09,2940,2023-01-01 17:13:00.000000 +00:00
IC 17,2539,2023-01-01 17:13:00.000000 +00:00
L 01,4989,2023-01-01 17:13:00.000000 +00:00
IC 25,3818,2023-01-01 17:13:00.000000 +00:00
IC 23-1,2341,2023-01-01 17:13:00.000000 +00:00
L C4,3918,2023-01-01 17:15:00.000000 +00:00
IC 20,2240,2023-01-01 17:15:00.000000 +00:00
L 10-1,6168,2023-01-01 17:16:00.000000 +00:00
IC 30,4218,2023-01-01 17:16:00.000000 +00:00
IC 01,541,2023-01-01 17:17:00.000000 +00:00
L B8-4,6589,2023-01-01 17:17:00.000000 +00:00
IC 10,4339,2023-01-01 17:19:00.000000 +00:00
IC 06-2,3718,2023-01-01 17:19:00.000000 +00:00
L B8-3,6368,2023-01-01 17:22:00.000000 +00:00
L B2-2,3768,2023-01-01 17:22:00.000000 +00:00
L 16,5768,2023-01-01 17:22:00.000000 +00:00
L B20-1,3068,2023-01-01 17:22:00.000000 +00:00
L 28,868,2023-01-01 17:23:00.000000 +00:00
IC 02,1818,2023-01-01 17:25:00.000000 +00:00
L 10-2,968,2023-01-01 17:26:00.000000 +00:00
IC 22,3318,2023-01-01 17:27:00.000000 +00:00
IC 09,2918,2023-01-01 17:28:00.000000 +00:00
L C2-2,4368,2023-01-01 17:29:00.000000 +00:00
L B8-3,6388,2023-01-01 17:30:00.000000 +00:00
IC 06-2,3739,2023-01-01 17:31:00.000000 +00:00
L 29,4868,2023-01-01 17:34:00.000000 +00:00
IC 29,3642,2023-01-01 17:35:00.000000 +00:00
L 24,4118,2023-01-01 17:35:00.000000 +00:00
L L2,5488,2023-01-01 17:35:00.000000 +00:00
IC 08,2618,2023-01-01 17:36:00.000000 +00:00
L B6,1590,2023-01-01 17:36:00.000000 +00:00
L 04,4668,2023-01-01 17:37:00.000000 +00:00
IC 04-1,718,2023-01-01 17:37:00.000000 +00:00
IC 08,2640,2023-01-01 17:37:00.000000 +00:00
IC 32,839,2023-01-01 17:37:00.000000 +00:00
L C2-2,4388,2023-01-01 17:38:00.000000 +00:00
L 01,4968,2023-01-01 17:39:00.000000 +00:00
IC 22,3339,2023-01-01 17:40:00.000000 +00:00
L C4,3939,2023-01-01 17:40:00.000000 +00:00
L 27,2768,2023-01-01 17:40:00.000000 +00:00
IC 20,2218,2023-01-01 17:41:00.000000 +00:00
IC 06-1,1940,2023-01-01 17:41:00.000000 +00:00
L 27,2789,2023-01-01 17:42:00.000000 +00:00
L 02,589,2023-01-01 17:43:00.000000 +00:00
IC 01,518,2023-01-01 17:43:00.000000 +00:00
L L2,5468,2023-01-01 17:43:00.000000 +00:00
IC 06-1,1918,2023-01-01 17:44:00.000000 +00:00
L G3,668,2023-01-01 17:45:00.000000 +00:00
L B5-1,3368,2023-01-01 17:45:00.000000 +00:00
L 26,4489,2023-01-01 17:45:00.000000 +00:00
L B1-1,1789,2023-01-01 17:45:00.000000 +00:00
L C1,4590,2023-01-01 17:46:00.000000 +00:00
L 23,2868,2023-01-01 17:46:00.000000 +00:00
L B19,4040,2023-01-01 17:48:00.000000 +00:00
L B8-4,6568,2023-01-01 17:48:00.000000 +00:00
IC 23-1,2318,2023-01-01 17:48:00.000000 +00:00
L B19,4018,2023-01-01 17:50:00.000000 +00:00
L B3,2268,2023-01-01 17:51:00.000000 +00:00
IC 29,3618,2023-01-01 17:52:00.000000 +00:00
IC 03,1518,2023-01-01 17:54:00.000000 +00:00
L 04,4689,2023-01-01 17:54:00.000000 +00:00
L G3,690,2023-01-01 17:54:00.000000 +00:00
L 24,4139,2023-01-01 17:54:00.000000 +00:00
IC 30,4239,2023-01-01 17:54:00.000000 +00:00
L B8-2,5668,2023-01-01 17:54:00.000000 +00:00
L B6,1568,2023-01-01 17:56:00.000000 +00:00
L 10-2,989,2023-01-01 17:56:00.000000 +00:00
IC 23-2,2840,2023-01-01 17:57:00.000000 +00:00
L B10-1,2068,2023-01-01 17:57:00.000000 +00:00
L B20-1,3089,2023-01-01 17:57:00.000000 +00:00
L B8-2,5689,2023-01-01 17:58:00.000000 +00:00
L 13-1,5889,2023-01-01 18:02:00.000000 +00:00
L B1-2,1969,2023-01-01 18:02:00.000000 +00:00
L 08,6289,2023-01-01 18:03:00.000000 +00:00
IC 17,2519,2023-01-01 18:03:00.000000 +00:00
L L1-1,5269,2023-01-01 18:04:00.000000 +00:00
L 10-1,6189,2023-01-01 18:05:00.000000 +00:00
L G2,1889,2023-01-01 18:05:00.000000 +00:00
L L4,5189,2023-01-01 18:05:00.000000 +00:00
L B5-1,3390,2023-01-01 18:05:00.000000 +00:00
L G2,1869,2023-01-01 18:05:00.000000 +00:00
L 29,4890,2023-01-01 18:06:00.000000 +00:00
L B10-2,3889,2023-01-01 18:06:00.000000 +00:00
L 28,890,2023-01-01 18:06:00.000000 +00:00
L B10-1,2090,2023-01-01 18:06:00.000000 +00:00
L B10-2,3869,2023-01-01 18:06:00.000000 +00:00
IC 23-2,2819,2023-01-01 18:06:00.000000 +00:00
IC 02,1840,2023-01-01 18:06:00.000000 +00:00
IC 31,3119,2023-01-01 18:06:00.000000 +00:00
IC 04-1,741,2023-01-01 18:07:00.000000 +00:00
L 02,569,2023-01-01 18:07:00.000000 +00:00
L 37-2,4418,2023-01-01 18:07:00.000000 +00:00
IC 03,1542,2023-01-01 18:07:00.000000 +00:00
L B1-1,1769,2023-01-01 18:07:00.000000 +00:00
L 16,5789,2023-01-01 18:08:00.000000 +00:00
L L1-1,5289,2023-01-01 18:08:00.000000 +00:00
IC 25,3842,2023-01-01 18:08:00.000000 +00:00
IC 10,4319,2023-01-01 18:09:00.000000 +00:00
L B3,2290,2023-01-01 18:09:00.000000 +00:00
IC 31,3140,2023-01-01 18:09:00.000000 +00:00
L B1-2,1989,2023-01-01 18:10:00.000000 +00:00
IC 02,1819,2023-01-01 18:10:00.000000 +00:00
L C1,4569,2023-01-01 18:10:00.000000 +00:00
L L4,5169,2023-01-01 18:10:00.000000 +00:00
L 23,2890,2023-01-01 18:11:00.000000 +00:00
L G1,790,2023-01-01 18:11:00.000000 +00:00
IC 11,3419,2023-01-01 18:12:00.000000 +00:00
L B2-2,3790,2023-01-01 18:12:00.000000 +00:00
IC 11,3440,2023-01-01 18:12:00.000000 +00:00
IC 25,3819,2023-01-01 18:13:00.000000 +00:00
IC 23-1,2342,2023-01-01 18:13:00.000000 +00:00
IC 09,2941,2023-01-01 18:13:00.000000 +00:00
IC 17,2540,2023-01-01 18:13:00.000000 +00:00
L 11,6091,2023-01-01 18:14:00.000000 +00:00
L G1,769,2023-01-01 18:14:00.000000 +00:00
IC 20,2241,2023-01-01 18:15:00.000000 +00:00
IC 30,4219,2023-01-01 18:16:00.000000 +00:00
L B8-4,6590,2023-01-01 18:17:00.000000 +00:00
IC 01,542,2023-01-01 18:17:00.000000 +00:00
IC 10,4340,2023-01-01 18:19:00.000000 +00:00
IC 06-2,3719,2023-01-01 18:19:00.000000 +00:00
L 13-1,5869,2023-01-01 18:21:00.000000 +00:00
L B2-2,3769,2023-01-01 18:22:00.000000 +00:00
L B8-3,6369,2023-01-01 18:22:00.000000 +00:00
L B20-1,3069,2023-01-01 18:22:00.000000 +00:00
L 28,869,2023-01-01 18:23:00.000000 +00:00
IC 22,3319,2023-01-01 18:27:00.000000 +00:00
IC 09,2919,2023-01-01 18:28:00.000000 +00:00
L B8-3,6389,2023-01-01 18:30:00.000000 +00:00
IC 06-2,3740,2023-01-01 18:31:00.000000 +00:00
L 29,4869,2023-01-01 18:34:00.000000 +00:00
L L2,5489,2023-01-01 18:35:00.000000 +00:00
IC 29,3643,2023-01-01 18:35:00.000000 +00:00
L C2-1,4290,2023-01-01 18:35:00.000000 +00:00
L 15,5591,2023-01-01 18:35:00.000000 +00:00
L 24,4119,2023-01-01 18:35:00.000000 +00:00
IC 08,2619,2023-01-01 18:36:00.000000 +00:00
L B6,1591,2023-01-01 18:36:00.000000 +00:00
IC 08,2641,2023-01-01 18:37:00.000000 +00:00
IC 32,819,2023-01-01 18:37:00.000000 +00:00
L 04,4669,2023-01-01 18:37:00.000000 +00:00
IC 04-1,719,2023-01-01 18:37:00.000000 +00:00
IC 22,3340,2023-01-01 18:40:00.000000 +00:00
L 27,2769,2023-01-01 18:40:00.000000 +00:00
IC 06-1,1941,2023-01-01 18:41:00.000000 +00:00
IC 20,2219,2023-01-01 18:41:00.000000 +00:00
L 13-2,5991,2023-01-01 18:41:00.000000 +00:00
L 27,2790,2023-01-01 18:42:00.000000 +00:00
L 02,590,2023-01-01 18:43:00.000000 +00:00
L L2,5469,2023-01-01 18:43:00.000000 +00:00
IC 01,519,2023-01-01 18:43:00.000000 +00:00
L 15,5569,2023-01-01 18:44:00.000000 +00:00
IC 06-1,1919,2023-01-01 18:44:00.000000 +00:00
L G3,669,2023-01-01 18:45:00.000000 +00:00
L B1-1,1790,2023-01-01 18:45:00.000000 +00:00
