station,delay,arrival_count,departure_count,difference_count
952,15,49,48,
748,37,30,28,
750,36,17,18,
61,27,1,1,
272,22,1,1,
16,56,1,1,
105,10,55,72,
1254,19,7,6,
542,18,62,64,
263,22,36,36,
1150,26,10,11,
841,12,168,181,
516,34,4,4,
405,13,19,19,
33,11,268,268,
345,16,76,82,
400,50,2,3,
215,40,46,54,
457,57,1,1,
1238,21,78,73,
219,21,88,69,
907,16,109,109,
1062,30,12,12,
392,52,1,1,
870,7,433,488,
1184,52,1,1,
479,26,1,2,
519,13,99,98,
413,-4,2,2,
1056,32,4,5,
329,31,6,3,
1005,38,2,2,
1230,51,2,1,
369,8,16,6,
421,42,7,6,
906,34,10,11,
187,16,65,72,
449,29,27,34,
827,14,42,58,
132,10,158,169,
409,27,6,5,
866,40,7,7,
1061,49,7,6,
232,-2,82,83,
821,51,5,4,
870,45,1,1,
1128,39,2,4,
913,33,13,13,
1125,43,7,5,
31,43,9,13,
337,11,22,31,
261,35,10,10,
480,-2,4,4,
1144,36,7,6,
391,52,2,2,
380,47,9,12,
221,53,16,10,
132,31,13,11,
196,15,7,7,
873,21,37,37,
1245,34,2,2,
1021,29,51,49,
462,4,1216,1365,
919,20,69,72,
38,5,2,2,
427,11,108,120,
551,45,9,10,
400,59,2,2,
1198,8,25,35,
822,53,1,1,
848,55,12,6,
614,55,1,1,
507,42,2,3,
1206,19,10,7,
551,7,845,845,
187,46,4,1,
405,26,4,4,
1034,49,3,2,
19,35,7,5,
1168,49,5,4,
528,29,2,1,
382,19,27,1,
863,46,7,8,
269,13,144,144,
316,20,82,86,
67,13,52,57,
424,24,22,22,
1125,47,5,3,
1063,27,21,23,
287,22,3,4,
31,47,7,3,
933,50,4,3,
153,28,7,2,
591,23,10,7,
1212,54,4,5,
1011,7,16,16,
820,10,111,134,
2027,8,6,6,
155,48,1,2,
401,28,24,25,
842,48,9,8,
82,21,31,42,
516,-2,16,16,
267,42,11,11,
9,40,16,13,
814,37,10,14,
820,31,8,9,
320,56,5,3,
630,18,20,21,
446,33,1,2,
872,2,1,1,
210,55,9,3,
380,43,9,6,
1144,44,3,5,
723,46,1,2,
406,11,154,170,
365,56,1,1,
701,38,1,1,
199,26,30,36,
1075,11,1,1,
920,55,2,2,
1274,46,9,5,
146,21,8,16,
287,17,7,7,
871,30,7,6,
127,30,42,43,
1083,38,19,23,
277,49,3,3,
518,27,47,48,
1202,24,38,45,
970,21,3,1,
10,8,154,156,
67,26,9,10,
683,29,2,1,
269,26,21,21,
507,19,29,31,
1154,40,6,4,
1245,-2,1,1,
742,37,13,16,
1219,57,1,1,
414,16,85,95,
201,30,11,14,
1120,16,3,1,
546,18,5,6,
706,38,16,14,
933,59,1,1,
848,56,3,6,
614,56,1,1,
800,21,6,6,
754,30,8,8,
428,39,1,1,
542,54,1,2,
1767,50,4,5,
1079,38,12,20,
217,35,102,101,
378,29,7,10,
121,48,2,2,
126,29,2,6,
421,19,65,69,
1087,58,1,1,
6,29,12,17,
1194,24,4,7,
423,5,10,10,
199,13,152,160,
906,-2,30,30,
232,34,27,27,
736,21,6,6,
1577,52,2,2,
414,46,4,2,
686,30,26,29,
1073,-2,10,8,
812,20,58,64,
1057,19,11,11,
1174,48,24,25,
442,23,6,6,
725,15,312,301,
742,36,16,16,
246,25,21,21,
1260,38,23,26,
16,22,38,42,
1242,12,67,92,
68,26,3,4,
1149,31,3,1,
937,-4,2,2,
1134,52,3,6,
257,22,1,2,
160,33,2,5,
250,59,3,3,
956,52,3,3,
563,9,322,338,
635,29,17,21,
375,51,2,3,
406,49,5,5,
16,17,64,71,
568,58,2,2,
1102,40,7,5,
316,21,61,58,
257,17,5,7,
462,15,133,126,
789,15,93,91,
342,58,1,1,
196,4,113,113,
971,25,21,23,
1979,47,1,2,
764,57,2,2,
77,43,3,7,
1047,11,8,5,
424,53,1,1,
93,52,5,5,
524,5,2,2,
1009,13,126,132,
232,-3,6,6,
514,24,3,5,
675,25,6,5,
133,9,51,52,
896,13,17,20,
654,59,2,2,
958,26,16,19,
855,16,78,78,
250,50,2,2,
277,11,94,124,
736,20,5,6,
336,41,19,18,
147,36,2,1,
855,46,2,2,
520,28,27,27,
333,30,2,2,
1912,29,23,19,
1085,29,1,1,
973,27,3,2,
814,36,11,10,
970,20,5,5,
952,4,1468,1476,
1041,51,1,1,
1009,26,17,22,
800,20,8,8,
1161,34,5,3,
1839,10,8,4,
107,11,111,132,
504,55,9,6,
1202,53,9,9,
862,28,20,18,
1060,26,20,18,
860,18,28,12,
827,18,17,19,
346,28,7,1,
835,23,31,28,
913,45,3,3,
1152,39,6,7,
870,33,5,5,
365,22,46,49,
147,44,2,1,
166,26,12,1,
1055,52,5,4,
1238,20,66,81,
100,17,1,3,
283,26,16,16,
130,26,26,24,
566,31,11,11,
489,24,3,2,
913,7,825,825,
923,27,2,4,
579,51,1,1,
1144,37,3,8,
1151,9,87,32,
263,55,1,2,
25,24,38,39,
1270,20,60,62,
33,49,5,5,
1145,40,4,3,
1211,31,1,1,
566,10,115,123,
1031,21,39,44,
1073,34,26,33,
975,12,189,205,
366,31,3,5,
264,3,7,7,
551,33,31,31,
814,44,4,5,
13,17,5,1,
1057,42,1,1,
365,17,83,90,
236,50,1,1,
911,40,6,10,
742,44,12,12,
791,35,26,26,
1089,3,2552,2552,
672,7,863,856,
1266,23,36,37,
166,13,59,12,
106,28,4,6,
504,56,5,8,
1061,11,270,279,
70,11,59,18,
692,24,7,4,
1218,42,6,4,
1256,35,4,4,
919,21,60,66,
364,32,24,21,
620,28,14,13,
565,24,12,15,
873,20,35,34,
908,33,9,7,
700,28,6,8,
614,17,57,57,
632,29,11,11,
684,58,6,4,
335,38,20,20,
399,39,5,5,
611,48,1,1,
704,18,3,3,
283,13,49,50,
130,13,180,163,
1263,17,8,8,
672,45,3,3,
805,28,17,17,
1979,43,1,1,
1228,32,16,16,
77,47,3,2,
974,27,13,11,
118,35,8,9,
750,37,16,18,
748,36,28,25,
2011,50,1,1,
471,28,5,2,
1168,11,269,284,
1263,22,4,4,
516,-3,8,8,
1068,29,10,13,
167,27,18,21,
427,49,2,2,
542,14,104,122,
415,42,12,10,
529,3,3,3,
579,29,9,8,
1246,-3,1,3,
535,50,1,2,
171,38,10,9,
66,42,5,5,
259,45,6,2,
1089,54,1,1,
1090,27,22,13,
797,45,14,15,
788,18,16,15,
797,7,802,843,
794,2,41,41,
1058,31,14,17,
1130,21,41,46,
352,36,3,2,
424,35,4,7,
164,40,1,1,
283,39,2,2,
130,39,15,16,
35,38,3,5,
541,33,15,16,
399,13,120,106,
602,28,7,4,
157,31,1,1,
166,39,7,1,
1348,23,15,21,
267,49,1,1,
1223,44,1,1,
410,7,122,136,
970,-4,7,7,
781,37,9,9,
1152,26,24,21,
759,40,15,14,
1842,14,21,13,
255,5,1,1,
682,45,7,7,
921,9,215,215,
734,7,126,49,
34,12,37,39,
70,19,9,7,
1061,19,103,88,
217,24,328,330,
632,51,1,1,
937,20,7,7,
325,54,5,6,
107,42,1,4,
262,28,15,17,
968,8,48,88,
1234,17,86,90,
1730,28,22,11,
246,56,2,2,
637,-2,1,1,
812,-4,6,5,
1228,47,3,5,
272,25,4,1,
1768,15,25,33,
1202,35,9,11,
399,26,25,26,
470,17,6,8,
1255,18,23,18,
318,58,5,2,
82,-4,22,21,
782,9,147,158,
277,42,2,5,
120,26,3,5,
807,44,2,3,
358,48,1,1,
1152,13,90,96,
364,47,6,8,
235,28,15,22,
583,24,5,10,
885,6,462,462,
325,18,304,303,
962,50,1,1,
1979,32,5,5,
504,25,90,100,
1088,50,9,6,
231,15,48,43,
1057,11,25,26,
612,12,24,24,
1048,34,84,85,
864,14,191,194,
333,16,16,16,
1232,27,19,19,
557,35,10,10,
644,21,108,98,
364,43,8,7,
1113,50,3,2,
894,12,191,197,
559,34,1,2,
243,-1,6,4,
66,19,38,37,
855,30,7,9,
413,21,39,36,
533,-1,1673,1673,
938,41,1,3,
635,51,2,3,
807,36,10,10,
1235,38,3,2,
375,29,4,9,
415,11,436,461,
205,55,3,4,
1060,39,6,6,
801,28,1,2,
530,18,62,61,
324,7,125,123,
1089,18,102,102,
810,53,6,7,
885,-1,642,642,
636,21,20,23,
743,5,83,144,
1982,8,60,60,
1009,39,4,4,
1231,28,5,7,
352,44,1,1,
749,33,26,26,
1034,42,14,8,
1168,42,12,12,
1088,59,3,2,
361,57,2,2,
686,46,8,8,
962,59,5,4,
331,20,31,30,
1160,20,90,94,
2089,14,327,329,
941,18,11,12,
791,53,5,5,
1189,9,62,54,
19,24,10,15,
114,14,17,34,
166,0,2243,4661,
1076,45,5,5,
1223,36,2,3,
229,33,24,26,
900,38,14,14,
708,14,43,39,
1067,12,46,59,
22,52,1,1,
533,6,370,370,
107,19,22,30,
958,39,5,5,
1061,42,7,6,
1912,51,4,4,
686,16,118,138,
637,34,4,4,
1076,7,354,360,
261,24,32,34,
421,49,1,2,
25,35,11,6,
382,11,73,3,
201,46,2,2,
324,33,1,1,
1155,31,3,3,
1744,59,5,1,
33,42,7,7,
199,39,6,5,
749,7,664,665,
941,14,14,15,
1272,51,1,1,
2089,18,167,163,
216,12,1738,1757,
428,13,44,44,
1089,14,189,188,
1192,41,14,17,
749,45,11,11,
989,17,23,33,
530,14,98,111,
885,40,5,5,
413,20,38,36,
754,16,101,109,
781,44,2,1,
902,27,26,26,
1261,8,196,205,
585,47,1,1,
201,16,73,71,
1670,34,12,1,
414,30,21,28,
916,31,71,75,
1056,43,2,2,
406,19,59,61,
767,18,23,33,
1155,10,41,41,
114,18,16,25,
229,45,1,1,
919,-4,10,10,
348,37,2,2,
31,32,26,32,
1076,33,14,20,
871,16,50,53,
127,16,161,166,
675,22,6,7,
261,53,1,1,
674,12,64,64,
920,25,16,16,
118,24,29,35,
864,18,105,108,
507,11,81,102,
1244,31,3,3,
971,22,41,39,
427,42,1,2,
325,14,536,531,
863,30,29,24,
1031,-4,1,1,
1973,8,354,418,
1234,56,4,3,
185,27,11,9,
246,17,50,50,
428,26,1,1,
1253,12,71,80,
368,18,294,303,
243,40,5,3,
971,17,65,63,
19,53,6,6,
636,20,36,31,
1256,24,8,8,
723,30,5,1,
692,35,2,3,
127,46,12,12,
1246,-2,1,9,
470,56,1,1,
1218,49,5,7,
533,40,8,8,
246,22,30,30,
16,25,19,19,
1274,30,21,8,
269,39,8,8,
486,50,2,1,
675,17,19,4,
378,51,2,2,
67,39,1,1,
1160,21,82,84,
331,21,31,32,
807,37,5,5,
1244,10,57,58,
1018,41,3,3,
864,54,4,4,
1084,50,1,1,
406,42,4,4,
493,46,2,3,
108,41,2,3,
1226,38,12,3,
1263,25,1,1,
1062,46,6,6,
521,52,9,8,
125,51,3,3,
514,35,2,1,
984,22,7,2,
614,25,29,29,
267,11,170,181,
560,30,6,5,
1761,30,7,7,
877,23,31,28,
493,16,45,46,
567,48,1,1,
368,54,5,5,
726,54,8,2,
187,30,12,15,
1254,11,17,29,
984,17,32,7,
169,40,3,4,
1181,31,9,9,
991,23,46,44,
1130,20,50,52,
33,19,73,73,
519,39,3,3,
1147,12,70,81,
707,33,5,6,
164,6,201,201,
1062,16,63,63,
363,59,6,8,
1246,34,5,5,
192,12,42,44,
907,30,19,18,
2089,54,6,6,
345,30,15,16,
405,39,1,1,
821,29,28,31,
925,9,286,286,
449,51,3,7,
604,40,5,4,
1230,29,6,8,
422,32,4,2,
797,33,29,30,
183,52,1,1,
380,32,24,28,
136,31,34,32,
316,-4,2,2,
352,37,2,5,
337,19,10,14,
589,24,4,3,
648,23,147,144,
682,33,19,22,
190,23,22,21,
136,10,380,394,
786,41,1,1,
1128,26,8,8,
937,21,3,3,
759,-1,3826,2611,
427,19,37,42,
363,50,4,4,
24,57,3,3,
1842,18,11,8,
1234,55,1,2,
75,30,1,1,
8,43,11,8,
410,33,3,2,
781,36,5,4,
217,53,12,12,
365,25,29,32,
541,45,6,9,
143,28,6,4,
1021,51,9,10,
479,39,1,2,
13,25,44,4,
1056,47,1,1,
732,37,27,26,
326,21,47,68,
873,58,2,3,
1090,31,9,26,
941,15,20,23,
217,41,40,40,
378,25,12,12,
382,5,219,11,
147,46,1,1,
375,17,28,33,
913,50,1,1,
863,37,19,18,
16,51,1,1,
327,27,7,18,
1724,39,19,19,
209,32,5,6,
1058,27,33,32,
530,15,99,99,
975,28,14,13,
415,38,20,20,
1089,15,144,144,
814,16,65,60,
1219,40,6,6,
375,22,9,18,
1350,23,17,20,
1218,38,10,8,
819,54,2,2,
147,16,6,12,
249,49,1,2,
236,45,1,1,
436,28,13,14,
346,12,15,3,
900,11,355,344,
583,41,4,2,
1195,6,8,3,
855,36,6,6,
236,7,559,559,
814,46,4,4,
920,51,3,3,
807,30,11,11,
634,39,6,8,
1146,23,77,69,
521,34,46,47,
335,42,14,12,
210,51,11,5,
731,2,2,2,
742,46,2,6,
913,59,1,1,
434,39,2,2,
1768,54,3,2,
672,50,2,3,
1260,19,250,257,
961,39,1,1,
738,14,174,179,
805,12,183,188,
231,18,29,34,
1057,38,1,1,
289,23,7,6,
38,42,1,2,
471,12,20,19,
1238,58,2,2,
325,15,400,415,
1056,48,1,2,
939,56,2,2,
2011,7,136,184,
528,25,6,4,
1273,43,2,1,
606,54,3,1,
821,56,2,2,
9,57,2,1,
1246,52,1,1,
1270,58,2,2,
1230,56,1,1,
414,37,7,8,
1041,22,1,1,
106,12,66,71,
400,33,10,9,
1272,25,3,3,
264,15,1,1,
223,21,14,10,
1018,53,2,2,
954,32,2,2,
183,34,7,8,
620,12,142,150,
281,23,27,34,
784,49,1,1,
348,30,5,1,
1768,18,19,22,
335,19,134,131,
8,48,7,7,
345,37,6,5,
654,45,5,5,
1021,25,66,68,
1107,10,16,23,
1135,7,6,8,
997,39,6,4,
1362,13,1,1,
907,37,13,15,
578,39,7,8,
155,32,8,8,
203,52,3,3,
365,51,1,1,
1087,21,32,31,
1066,13,23,20,
842,32,11,10,
19,41,6,7,
1232,31,14,13,
521,-2,215,214,
502,20,3,6,
320,51,6,5,
376,6,120,30,
515,6,712,712,
352,30,9,12,
579,22,16,16,
866,57,3,3,
1242,28,10,11,
1232,10,376,366,
227,54,4,3,
1767,33,20,19,
868,45,1,1,
252,-1,3,3,
75,37,1,1,
579,17,23,34,
606,18,40,39,
261,41,2,2,
1273,47,1,1,
494,6,864,875,
748,46,6,9,
732,30,30,34,
1091,6,198,202,
58,26,22,23,
933,33,23,17,
1066,26,2,2,
939,55,3,2,
515,-1,1815,1815,
821,55,3,2,
183,-2,978,978,
432,24,11,13,
1226,49,2,1,
567,43,1,1,
1230,55,2,3,
171,11,166,176,
250,45,4,4,
848,51,3,1,
855,44,3,3,
1192,53,8,6,
614,51,2,2,
342,20,45,43,
1043,8,59,70,
560,37,3,4,
125,25,29,29,
187,37,9,8,
433,24,3,3,
1017,-1,66,62,
819,18,91,94,
568,20,45,49,
938,24,20,17,
457,40,6,7,
58,13,89,89,
215,57,13,16,
35,11,118,114,
1260,42,12,12,
412,24,1,3,
474,24,12,6,
121,32,14,17,
1234,29,30,25,
515,40,6,6,
250,33,9,10,
376,40,1,1,
863,44,9,9,
358,43,1,1,
643,26,23,25,
559,52,1,1,
118,41,5,6,
1136,26,17,17,
1155,27,1,1,
1079,42,8,5,
266,26,32,36,
1187,8,220,221,
739,26,7,9,
902,10,198,210,
1068,25,22,27,
977,-3,71,66,
1174,32,53,53,
916,27,105,98,
1761,36,3,2,
560,36,3,7,
1083,42,11,11,
1087,20,24,15,
951,34,1,2,
1093,9,22,24,
187,36,12,12,
902,31,19,21,
1206,38,1,1,
791,41,9,10,
263,51,1,2,
494,40,7,6,
401,12,173,165,
1144,46,3,2,
1131,26,11,7,
1048,52,9,11,
1842,15,20,19,
539,8,78,87,
1017,40,1,1,
1274,44,8,6,
264,4,11,11,
1176,57,2,4,
502,21,6,7,
706,42,8,7,
1180,26,13,13,
1244,27,12,12,
907,36,14,14,
818,23,5,10,
1136,13,105,109,
342,21,35,39,
347,34,4,3,
938,53,2,2,
738,54,2,2,
316,58,3,3,
929,1,3559,3671,
171,49,4,4,
1230,22,19,17,
637,52,1,1,
185,31,8,4,
530,4,1468,1624,
750,16,22,31,
1089,4,1668,1668,
1768,14,30,37,
433,53,1,2,
739,13,32,43,
821,22,42,46,
654,33,9,10,
22,34,10,10,
1230,17,23,31,
35,49,2,3,
371,25,2,3,
75,36,1,1,
821,17,56,62,
432,53,2,2,
1145,57,1,1,
458,40,1,2,
208,36,1,1,
911,57,2,1,
781,30,8,7,
1180,13,102,102,
1254,38,2,3,
642,23,4,2,
868,33,5,3,
762,7,237,35,
1131,13,92,70,
267,38,11,11,
750,46,3,5,
414,44,6,7,
1767,45,7,7,
706,19,106,109,
1085,25,6,4,
1912,25,21,26,
841,28,33,31,
231,14,55,63,
908,50,2,2,
738,18,116,118,
1057,5,44,44,
287,51,1,2,
345,44,7,7,
212,26,19,20,
507,38,3,2,
907,44,7,8,
864,15,188,189,
1083,19,187,187,
870,59,1,1,
74,13,142,137,
1148,8,474,474,
2011,33,1,3,
919,58,2,2,
900,49,5,5,
786,24,4,2,
1005,42,3,4,
551,59,7,7,
414,36,9,10,
286,9,343,362,
191,21,51,49,
1368,9,102,8,
1723,7,10,2,
336,35,18,21,
421,38,5,7,
75,44,1,1,
196,3,171,171,
989,29,5,10,
368,15,394,390,
249,11,39,60,
183,-3,625,625,
1419,39,1,1,
601,28,7,8,
949,8,1,1,
901,23,27,29,
611,32,6,5,
1018,24,33,33,
870,50,1,2,
971,29,19,18,
1081,7,273,293,
908,59,1,1,
863,36,23,24,
1081,45,2,2,
74,26,28,24,
2089,15,318,320,
364,48,6,6,
1167,39,8,9,
832,23,7,6,
136,27,52,52,
382,38,2,1,
223,20,14,17,
675,29,5,1,
212,13,94,91,
108,24,16,16,
723,36,3,1,
456,1,7,7,
1274,36,15,11,
488,40,2,3,
701,19,46,49,
570,24,4,6,
1102,57,3,5,
767,15,26,33,
236,33,4,4,
574,9,62,44,
855,37,5,5,
246,29,10,10,
554,39,10,8,
560,44,2,1,
1228,48,8,7,
521,-3,11,11,
187,44,7,5,
952,3,1971,2003,
504,51,6,7,
551,50,7,7,
905,23,7,6,
542,-1,1963,327,
142,59,1,1,
19,26,11,14,
24,15,86,96,
22,51,2,3,
906,22,61,61,
258,44,1,1,
563,20,51,54,
320,-3,2,2,
832,7,220,316,
901,45,7,7,
705,29,18,17,
1176,18,118,136,
347,51,1,3,
127,19,162,161,
832,45,1,1,
12,20,15,7,
871,19,41,42,
249,36,1,1,
435,15,15,18,
1148,43,2,2,
1081,23,24,20,
807,5,504,501,
261,26,16,17,
995,32,4,4,
704,40,1,1,
82,9,229,284,
782,-4,2,2,
58,41,2,2,
1146,33,25,19,
902,28,16,16,
1226,44,2,1,
1350,33,6,7,
906,17,101,109,
897,44,1,1,
1245,22,10,10,
421,30,21,23,
289,33,3,2,
1187,47,4,4,
553,22,184,184,
635,52,4,2,
406,46,5,5,
723,11,64,34,
493,42,2,1,
638,4,32,32,
754,19,44,44,
102,43,2,2,
1150,35,3,1,
1062,42,1,1,
93,29,36,36,
133,20,5,5,
142,50,3,5,
185,28,6,10,
1145,18,31,27,
900,37,12,11,
348,5,162,216,
514,39,1,2,
516,17,27,27,
507,30,7,8,
406,16,73,81,
800,9,37,37,
400,23,16,16,
117,7,627,627,
281,33,14,12,
261,13,128,141,
733,43,2,2,
516,22,24,24,
1134,29,25,29,
519,35,8,8,
263,34,5,4,
768,47,2,3,
956,29,23,21,
553,17,374,373,
117,45,3,3,
827,40,3,4,
1073,55,2,3,
719,20,59,50,
860,40,2,1,
841,31,18,15,
1254,30,5,4,
187,11,135,148,
781,38,7,7,
1128,53,1,1,
358,8,114,114,
559,25,5,12,
16,-3,3,3,
337,16,9,10,
267,30,19,19,
560,11,84,103,
480,22,4,9,
1068,52,3,3,
1145,54,1,2,
427,46,4,2,
217,26,271,274,
784,44,1,1,
232,17,148,147,
1187,43,1,1,
591,59,2,1,
936,40,7,6,
35,37,4,2,
837,31,7,7,
102,47,3,2,
583,26,6,1,
793,15,6,5,
768,43,7,8,
232,22,91,93,
565,39,3,1,
127,42,8,10,
105,12,65,68,
642,7,77,34,
762,23,3,1,
871,42,2,2,
822,39,11,8,
841,10,255,297,
738,57,2,2,
269,35,14,14,
120,24,3,2,
1767,23,47,55,
171,37,9,10,
67,35,5,5,
1151,20,4,1,
189,58,1,4,
427,16,37,39,
308,29,13,13,
632,52,3,1,
733,47,2,1,
188,29,2,1,
601,31,1,2,
25,39,3,6,
75,11,22,39,
201,42,5,7,
1176,54,6,6,
199,35,21,21,
1148,47,3,3,
33,46,9,9,
1073,56,3,2,
1182,15,28,40,
619,48,4,5,
132,12,108,122,
506,15,10,10,
826,-4,4,4,
1102,18,61,58,
637,25,19,19,
1206,30,1,2,
217,13,1431,1449,
272,-2,3,1,
164,3,759,759,
873,9,181,204,
1226,36,7,4,
384,45,9,9,
1152,24,22,28,
617,22,6,4,
1055,29,13,13,
33,16,139,139,
583,13,62,105,
1062,19,52,58,
27,45,9,11,
601,10,75,112,
754,42,1,1,
546,-1,106,104,
143,27,9,8,
329,12,48,32,
1060,35,7,7,
212,41,3,3,
589,26,1,3,
399,53,5,5,
1090,28,19,19,
638,15,10,10,
391,29,12,12,
215,54,14,16,
1021,52,8,7,
1009,35,8,9,
187,49,1,2,
1031,9,317,360,
686,42,9,8,
614,-2,2,2,
1168,46,3,3,
70,16,8,11,
550,32,26,25,
1061,16,104,111,
1211,12,3,3,
177,59,2,2,
250,23,18,25,
1761,49,2,1,
319,43,9,6,
1161,17,50,8,
975,31,9,11,
366,12,149,144,
950,-1,1,1,
1226,37,10,4,
566,12,81,86,
1161,22,17,9,
232,55,5,5,
313,47,1,2,
529,-1,2,2,
1841,32,1,1,
975,10,318,339,
1184,29,14,10,
574,58,1,1,
27,33,20,17,
436,31,14,11,
906,56,2,2,
958,35,7,4,
1128,24,6,6,
449,52,1,2,
384,33,15,16,
1168,16,108,113,
1061,46,5,4,
177,50,4,5,
74,41,7,8,
262,27,25,26,
16,34,9,10,
900,44,10,12,
654,23,60,62,
589,13,20,32,
732,38,24,25,
516,56,1,1,
630,40,1,1,
35,36,5,7,
1730,27,11,16,
1152,53,4,3,
818,33,2,2,
521,51,9,9,
529,6,1,1,
866,54,5,4,
557,39,5,5,
128,32,7,6,
68,35,2,2,
125,52,1,1,
920,34,12,13,
868,23,21,15,
352,38,1,1,
1689,1,1,1,
979,32,18,14,
333,42,1,1,
286,58,1,1,
171,36,8,7,
235,27,32,31,
553,56,7,7,
365,-2,7,7,
345,49,4,2,
919,9,355,364,
277,16,25,29,
289,7,148,162,
266,41,10,10,
428,24,4,4,
906,55,2,2,
784,37,2,1,
35,44,2,1,
348,38,2,2,
643,41,1,1,
533,3,748,748,
9,54,5,2,
1232,28,17,16,
414,49,7,5,
1136,41,7,8,
118,26,31,27,
1577,29,11,11,
232,56,3,3,
900,36,24,25,
606,57,1,2,
506,4,96,96,
621,59,5,3,
1266,50,4,3,
563,21,42,38,
107,16,29,41,
117,33,17,17,
1242,31,7,13,
1057,30,4,4,
1212,40,10,6,
1202,39,4,5,
171,44,5,6,
572,-4,6,6,
277,46,2,2,
1973,48,5,4,
1180,41,8,8,
686,19,70,75,
1043,47,1,2,
109,1,2,2,
148,15,112,129,
2011,23,7,5,
281,45,3,2,
1666,15,32,55,
1256,26,7,7,
614,34,10,10,
395,32,4,4,
402,50,5,5,
12,21,7,13,
791,26,54,58,
1073,17,176,190,
215,18,640,688,
920,-2,514,511,
1231,27,7,7,
801,27,3,6,
621,50,2,4,
553,55,8,8,
319,47,7,6,
815,58,4,2,
807,38,3,3,
333,19,4,4,
1235,36,5,3,
832,33,5,5,
66,46,6,4,
1274,49,8,2,
138,32,31,33,
901,33,18,18,
365,34,12,13,
1261,48,1,1,
542,40,7,5,
1218,30,41,43,
118,13,121,137,
819,57,2,1,
835,50,1,1,
1176,14,277,282,
13,34,1,1,
885,3,1317,1317,
1273,8,175,175,
16,-2,225,223,
516,55,3,3,
66,16,53,58,
424,39,8,7,
236,23,29,29,
1246,25,2,2,
863,49,3,1,
905,33,1,1,
283,35,4,4,
130,35,22,20,
793,4,82,105,
415,30,36,40,
1839,12,8,6,
1073,22,93,93,
1146,45,10,7,
1256,13,55,54,
1154,54,2,1,
133,21,6,6,
1419,35,4,3,
1155,28,3,3,
750,19,7,9,
369,2,121,87,
732,49,6,7,
728,50,1,4,
462,40,8,10,
789,40,5,4,
1021,-2,48,48,
638,14,5,5,
432,26,13,10,
267,36,10,10,
699,-1,822,740,
506,18,4,4,
480,29,4,3,
288,20,3,3,
1973,47,2,5,
188,17,9,7,
1182,18,17,15,
308,17,66,66,
24,54,1,1,
1167,35,13,12,
848,52,5,7,
614,52,1,1,
421,44,9,9,
151,32,10,12,
1066,24,7,7,
391,55,1,1,
521,25,94,94,
188,22,3,4,
10,32,13,13,
474,26,9,6,
308,22,29,29,
1348,33,4,5,
352,49,3,3,
648,45,34,35,
916,28,93,90,
412,26,4,1,
190,45,2,1,
938,26,17,20,
378,34,2,4,
590,50,7,5,
1063,12,177,178,
345,38,12,13,
507,44,4,4,
907,38,7,6,
433,26,4,3,
6,34,6,6,
361,14,100,118,
1577,56,1,1,
232,29,43,46,
2089,57,4,4,
1184,55,2,3,
392,55,2,2,
826,58,1,2,
528,34,1,1,
432,13,34,37,
610,32,2,1,
1055,17,67,67,
1244,28,13,13,
728,59,1,1,
1761,38,3,1,
726,57,6,3,
368,57,6,6,
560,38,1,1,
1272,34,1,3,
187,38,4,5,
183,25,31,29,
1180,53,4,4,
258,30,2,1,
278,32,10,9,
938,13,59,52,
745,12,10,10,
58,24,34,37,
320,52,4,3,
412,13,18,16,
590,59,3,3,
1226,30,15,9,
1136,53,2,2,
2061,-2,15,31,
125,-2,1,1,
474,13,52,68,
1005,46,1,2,
877,45,2,2,
266,53,3,3,
1261,47,3,4,
233,20,8,8,
336,39,17,16,
433,13,17,20,
1055,22,49,49,
864,57,2,2,
793,18,2,3,
991,45,2,1,
518,12,269,280,
976,20,7,7,
203,51,2,4,
1145,15,50,52,
1577,55,1,1,
807,49,2,2,
841,27,23,21,
449,34,18,24,
723,38,2,2,
705,22,32,38,
1218,37,14,15,
196,-1,1328,1328,
249,30,2,2,
701,46,2,3,
61,12,3,2,
906,29,32,34,
952,6,741,748,
698,20,15,15,
1261,43,4,6,
863,38,6,13,
705,17,60,54,
1245,29,9,6,
1021,34,22,18,
1056,8,140,144,
496,25,3,3,
1152,41,9,6,
415,37,21,21,
391,56,2,2,
929,50,1,1,
1666,14,56,63,
74,53,1,1,
1181,28,10,10,
148,14,143,138,
750,42,1,10,
701,16,69,85,
247,-4,2,2,
784,30,1,1,
125,34,15,15,
920,52,3,3,
435,18,10,10,
143,10,124,144,
421,36,12,10,
1079,46,7,8,
210,52,5,2,
1059,20,16,17,
1083,16,284,289,
2027,2,50,50,
93,22,56,56,
601,27,3,4,
632,-3,6,6,
136,28,50,47,
706,16,174,166,
328,59,2,2,
1176,15,216,223,
1254,44,1,3,
553,29,91,96,
956,17,79,85,
196,6,58,58,
749,23,74,74,
267,44,9,9,
1120,38,1,1,
414,38,7,7,
1134,17,120,120,
24,18,61,58,
1973,43,5,6,
1057,37,3,3,
1079,16,147,145,
1083,46,5,6,
507,36,2,3,
956,22,43,37,
409,12,28,37,
528,-2,2,3,
516,29,13,13,
212,53,2,2,
143,31,3,5,
1144,42,3,1,
399,41,6,5,
977,25,7,5,
706,46,4,4,
824,32,16,13,
93,17,119,119,
751,12,62,48,
1011,1,186,186,
229,23,93,89,
510,20,16,16,
125,-3,1,1,
108,26,9,9,
952,40,1,1,
421,37,7,7,
